WEP,Tupel,Main key,KeyGerneration,Tupelanzahl,GetKeyVotes,Key Found,Success,Test Key,millis keyvotes,seconds keyvotes,ms keyvotes,,,ms test,dauer Gesamt
 WEP104,70000,main key: bytearray(b'\x9c\x82g+p'),0:00:30.673714,70000,0:00:01.941321,Key found: bytearray(b'\x9c\x82g+p'),FALSCH,0:00:00.010764,941321,01,1941.321,010764,0,10.76,1952.09
 WEP104,80000,main key: bytearray(b'\x9f\x9ai\x1d\x0b'),0:00:33.825715,80000,0:00:02.099866,Key found: bytearray(b'\x9f\x9ai\x1d\x0b'),FALSCH,"0:00:00.011113	",099866,02,2099.866,"11113	",0,11.11,2110.98
 WEP104,20000,main key: bytearray(b'\x19\xc4\x1b^X'),0:00:09.592480,20000,0:00:01.101798,,WAHR,0:00:00.633233,101798,01,1101.798,633233,0,633.23,1735.03
 WEP104,30000,main key: bytearray(b'5\xb0\xf83\xc5'),0:00:15.766939,30000,0:00:00.824016,Key found: bytearray(b'5\xb0\xf83\xc5'),FALSCH,0:00:00.004491,824016,00,824.016,004491,0,4.49,828.51
 WEP104,40000,main key: bytearray(b'$]\x7f\x979'),0:00:23.692649,40000,0:00:01.096653,Key found: bytearray(b'$]\x7f\x979'),FALSCH,0:00:00.005737,096653,01,1096.653,005737,0,5.74,1102.39
 WEP104,50000,main key: bytearray(b'\xfc\x10\xd8\x8c\x95'),0:00:28.154115,50000,0:00:01.374906,Key found: bytearray(b'\xfc\x10\xd8\x8c\x95'),FALSCH,0:00:00.010664,374906,01,1374.906,010664,0,10.66,1385.57
 WEP104,60000,main key: bytearray(b'\xd7\xaf\xeb\x03&'),0:00:31.219366,60000,0:00:03.292920,Key found: bytearray(b'\xd7\xaf\xeb\x03&'),FALSCH,0:00:00.016404,292920,03,3292.92,016404,0,16.40,3309.32
 WEP104,70000,main key: bytearray(b'\xff>\t4z'),0:00:51.081247,70000,0:00:03.532328,Key found: bytearray(b'\xff>\t4z'),FALSCH,0:00:00.020005,532328,03,3532.328,020005,0,20.01,3552.33
 WEP104,80000,main key: bytearray(b'o\xf92_f'),0:01:05.420313,80000,0:00:04.161815,Key found: bytearray(b'o\xf92_f'),FALSCH,"0:00:00.022435	",161815,04,4161.815,"22435	",0,22.44,4184.25
 WEP104,20000,main key: bytearray(b'W8\xbd\x0cz'),0:00:12.350218,20000,0:00:00.546880,Key found: bytearray(b'W8\xbd\x0cz'),FALSCH,0:00:00.017978,546880,00,546.88,017978,0,17.98,564.86
 WEP104,30000,main key: bytearray(b'\x17\xc0:\x05='),0:00:12.991363,30000,0:00:00.828747,Key found: bytearray(b'\x17\xc0:\x05='),FALSCH,0:00:00.008653,828747,00,828.747,008653,0,8.65,837.40
 WEP104,40000,main key: bytearray(b'\xff\x8e\x1a\xf6>'),0:00:17.376989,40000,0:00:01.096088,Key found: bytearray(b'\xff\x8e\x1a\xf6>'),FALSCH,0:00:00.006430,096088,01,1096.088,006430,0,6.43,1102.52
 WEP104,50000,main key: bytearray(b'\x1bN6\x7f@'),0:00:21.677112,50000,0:00:01.390132,Key found: bytearray(b'\x1bN6\x7f@'),FALSCH,0:00:00.007986,390132,01,1390.132,007986,0,7.99,1398.12
 WEP104,60000,main key: bytearray(b'+DIs\xae'),0:00:34.688893,60000,0:00:03.297671,Key found: bytearray(b'+DIs\xae'),FALSCH,0:00:00.016902,297671,03,3297.671,016902,0,16.90,3314.57
 WEP104,70000,main key: bytearray(b'aL\x7f\x84\x9b'),0:00:30.836498,70000,0:00:01.928220,,WAHR,0:00:00.301271,928220,01,1928.22,301271,0,301.27,2229.49
 WEP104,80000,main key: bytearray(b'OW\xa0)\x9d'),0:00:37.088596,80000,0:00:02.188155,,WAHR,"0:00:00.281499	",188155,02,2188.155,"81499	",0,81.50,2269.65
 WEP104,20000,main key: bytearray(b'\x8c!d\xbc\x1d'),0:00:08.795660,20000,0:00:00.544894,,WAHR,0:00:00.271154,544894,00,544.894,271154,0,271.15,816.05
 WEP104,30000,main key: bytearray(b'`o\xc46\x85'),0:00:15.477472,30000,0:00:01.649453,Key found: bytearray(b'`o\xc46\x85'),FALSCH,0:00:00.013733,649453,01,1649.453,013733,0,13.73,1663.19
 WEP104,40000,main key: bytearray(b'\xec\xfa\x12\xcc\xd6'),0:00:27.610794,40000,0:00:02.193379,Key found: bytearray(b'\xec\xfa\x12\xcc\xd6'),FALSCH,0:00:00.017190,193379,02,2193.379,017190,0,17.19,2210.57
 WEP104,50000,main key: bytearray(b'*\xda\x8b\xcf&'),0:00:26.109382,50000,0:00:01.374345,Key found: bytearray(b'*\xda\x8b\xcf&'),FALSCH,0:00:00.007214,374345,01,1374.345,007214,0,7.21,1381.56
 WEP104,60000,main key: bytearray(b'w)\xcb\xce/'),0:00:32.354354,60000,0:00:03.315837,Key found: bytearray(b'w)\xcb\xce/'),FALSCH,0:00:00.016854,315837,03,3315.837,016854,0,16.85,3332.69
 WEP104,70000,main key: bytearray(b'\xe4+r\x9d\xdf'),0:00:59.684790,70000,0:00:03.763065,,WAHR,0:00:00.561345,763065,03,3763.065,561345,0,561.35,4324.41
 WEP104,80000,main key: bytearray(b'`<\xca3E'),0:01:03.244657,80000,0:00:02.080184,Key found: bytearray(b'`<\xca3E'),FALSCH,"0:00:00.010925	",080184,02,2080.184,"10925	",0,10.93,2091.11
 WEP104,20000,main key: bytearray(b'\xfd\x95\xc8\x16y'),0:00:08.725381,20000,0:00:00.546837,,WAHR,0:00:00.279490,546837,00,546.837,279490,0,279.49,826.33
 WEP104,30000,main key: bytearray(b'\xda\x9f\x90\x13\x82'),0:00:13.065161,30000,0:00:00.820606,,WAHR,0:00:00.269849,820606,00,820.606,269849,0,269.85,1090.46
 WEP104,40000,main key: bytearray(b'\x08\xc9\xe1\x9f\xe5'),0:00:17.415058,40000,0:00:01.098634,Key found: bytearray(b'\x08\xc9\xe1\x9f\xe5'),FALSCH,0:00:00.005692,098634,01,1098.634,005692,0,5.69,1104.33
 WEP104,50000,main key: bytearray(b'\xfc\x96\x1c\x14c'),0:00:23.962817,50000,0:00:01.374066,Key found: bytearray(b'\xfc\x96\x1c\x14c'),FALSCH,0:00:00.006942,374066,01,1374.066,006942,0,6.94,1381.01
 WEP104,60000,main key: bytearray(b'\xddQ{a&'),0:00:27.712983,60000,0:00:02.820608,Key found: bytearray(b'\xddQ{a&'),FALSCH,0:00:00.016747,820608,02,2820.608,016747,0,16.75,2837.36
 WEP104,70000,main key: bytearray(b'\xae1Z\xc7\xb5'),0:00:45.064268,70000,0:00:01.926090,Key found: bytearray(b'\xae1Z\xc7\xb5'),FALSCH,0:00:00.009824,926090,01,1926.09,009824,0,9.82,1935.91
 WEP104,80000,main key: bytearray(b'\x9bL\xd5X\xc5'),0:00:59.575646,80000,0:00:04.174212,Key found: bytearray(b'\x9bL\xd5X\xc5'),FALSCH,"0:00:00.022511	",174212,04,4174.212,"22511	",0,22.51,4196.72
 WEP104,20000,main key: bytearray(b'\x8b\xd3\xd3\xa7E'),0:00:10.866624,20000,0:00:00.890653,,WAHR,0:00:00.571208,890653,00,890.653,571208,0,571.21,1461.86
 WEP104,30000,main key: bytearray(b'\xfe\xb8\x0b\xfd\xf2'),0:00:16.880843,30000,0:00:00.826708,,WAHR,0:00:00.279508,826708,00,826.708,279508,0,279.51,1106.22
 WEP104,40000,main key: bytearray(b'?\x07\x97\xbb\xa6'),0:00:25.223039,40000,0:00:02.206321,Key found: bytearray(b'?\x07\x97\xbb\xa6'),FALSCH,0:00:00.011671,206321,02,2206.321,011671,0,11.67,2217.99
 WEP104,50000,main key: bytearray(b'\x97\x8f\x85N.'),0:00:22.396490,50000,0:00:01.384814,Key found: bytearray(b'\x97\x8f\x85N.'),FALSCH,0:00:00.006981,384814,01,1384.814,006981,0,6.98,1391.80
 WEP104,60000,main key: bytearray(b'2Gb\x8b\x14'),0:00:28.072750,60000,0:00:01.651497,Key found: bytearray(b'2Gb\x8b\x14'),FALSCH,0:00:00.008234,651497,01,1651.497,008234,0,8.23,1659.73
 WEP104,70000,main key: bytearray(b'\x92_\x8c\xa4\n'),0:00:30.391851,70000,0:00:02.002442,Key found: bytearray(b'\x92_\x8c\xa4\n'),FALSCH,0:00:00.009945,002442,02,2002.442,009945,0,9.95,2012.39
 WEP104,80000,main key: bytearray(b'\x07Cl_\xe3'),0:00:34.676489,80000,0:00:02.200831,Key found: bytearray(b'\x07Cl_\xe3'),FALSCH,"0:00:00.011576	",200831,02,2200.831,"11576	",0,11.58,2212.41
 WEP104,20000,"main key: bytearray(b""\'\x18\xb2\xfar"")",0:00:14.677021,20000,0:00:00.746477,,WAHR,0:00:00.600767,746477,00,746.477,600767,0,600.77,1347.24
 WEP104,30000,main key: bytearray(b'\x06\xc7\xdd\xd8Q'),0:00:18.387923,30000,0:00:00.840199,Key found: bytearray(b'\x06\xc7\xdd\xd8Q'),FALSCH,0:00:00.004491,840199,00,840.199,004491,0,4.49,844.69
 WEP104,40000,main key: bytearray(b'\xbc\xf5\t\xf7\x14'),0:00:21.504077,40000,0:00:01.109682,Key found: bytearray(b'\xbc\xf5\t\xf7\x14'),FALSCH,0:00:00.006151,109682,01,1109.682,006151,0,6.15,1115.83
 WEP104,50000,main key: bytearray(b'\xff\x01\x0ei\x93'),0:00:29.626016,50000,0:00:01.396955,Key found: bytearray(b'\xff\x01\x0ei\x93'),FALSCH,0:00:00.007089,396955,01,1396.955,007089,0,7.09,1404.04
 WEP104,60000,main key: bytearray(b'Q\n\xa5\xf7\x8b'),0:00:28.663883,60000,0:00:02.620044,Key found: bytearray(b'Q\n\xa5\xf7\x8b'),FALSCH,0:00:00.016956,620044,02,2620.044,016956,0,16.96,2637.00
 WEP104,70000,main key: bytearray(b'sL^\x8b\xe0'),0:00:42.952576,70000,0:00:01.945277,Key found: bytearray(b'sL^\x8b\xe0'),FALSCH,0:00:00.010015,945277,01,1945.277,010015,0,10.02,1955.29
 WEP104,80000,main key: bytearray(b'@\x1d\xb1\x92.'),0:00:53.748916,80000,0:00:02.106066,Key found: bytearray(b'@\x1d\xb1\x92.'),FALSCH,"0:00:00.011104	",106066,02,2106.066,"11104	",0,11.10,2117.17
 WEP104,20000,main key: bytearray(b'\xae\x8b\x8f\xb1\x11'),0:00:10.267538,20000,0:00:00.548413,,WAHR,0:00:00.281883,548413,00,548.413,281883,0,281.88,830.30
 WEP104,30000,main key: bytearray(b'\xd7\x88CT\xc0'),0:00:15.802081,30000,0:00:01.665159,Key found: bytearray(b'\xd7\x88CT\xc0'),FALSCH,0:00:00.018436,665159,01,1665.159,018436,0,18.44,1683.60
 WEP104,40000,main key: bytearray(b'\x7f\x82\xf3\x7fJ'),0:00:27.051446,40000,0:00:01.105809,Key found: bytearray(b'\x7f\x82\xf3\x7fJ'),FALSCH,0:00:00.005728,105809,01,1105.809,005728,0,5.73,1111.54
 WEP104,50000,main key: bytearray(b']\x13a\x96p'),0:00:34.422030,50000,0:00:01.395858,Key found: bytearray(b']\x13a\x96p'),FALSCH,0:00:00.006996,395858,01,1395.858,006996,0,7.00,1402.85
 WEP104,60000,main key: bytearray(b'c7\xec>_'),0:00:36.659836,60000,0:00:01.661410,Key found: bytearray(b'c7\xec>_'),FALSCH,0:00:00.008219,661410,01,1661.41,008219,0,8.22,1669.63
 WEP104,70000,main key: bytearray(b'[p\xb7cP'),0:00:30.263415,70000,0:00:01.951062,Key found: bytearray(b'[p\xb7cP'),FALSCH,0:00:00.009888,951062,01,1951.062,009888,0,9.89,1960.95
 WEP104,80000,main key: bytearray(b'\x8d\x99\xd4\xf1\x8f'),0:00:34.273643,80000,0:00:02.157579,Key found: bytearray(b'\x8d\x99\xd4\xf1\x8f'),FALSCH,"0:00:00.011268	",157579,02,2157.579,"11268	",0,11.27,2168.85
 WEP104,20000,main key: bytearray(b'{K\x94\xd89'),0:00:08.674938,20000,0:00:00.775221,,WAHR,0:00:00.588125,775221,00,775.221,588125,0,588.13,1363.35
 WEP104,30000,main key: bytearray(b'Ib\xfc\xf2\xa5'),0:00:19.434735,30000,0:00:00.827320,,WAHR,0:00:00.275519,827320,00,827.32,275519,0,275.52,1102.84
 WEP104,40000,main key: bytearray(b'\xc7\xc7\x1d\xb7\xbd'),0:00:21.594231,40000,0:00:01.089555,Key found: bytearray(b'\xc7\xc7\x1d\xb7\xbd'),FALSCH,0:00:00.005727,089555,01,1089.555,005727,0,5.73,1095.28
 WEP104,50000,main key: bytearray(b'\xa5\x9b\xfc\xc3\x1e'),0:00:28.179187,50000,0:00:01.734275,Key found: bytearray(b'\xa5\x9b\xfc\xc3\x1e'),FALSCH,0:00:00.006999,734275,01,1734.275,006999,0,7.00,1741.27
 WEP104,60000,main key: bytearray(b'\\5\x93+\xc6'),0:00:32.232763,60000,0:00:01.796057,Key found: bytearray(b'\\5\x93+\xc6'),FALSCH,0:00:00.016811,796057,01,1796.057,016811,0,16.81,1812.87
 WEP104,70000,main key: bytearray(b'\xb5\xe7*\x1b\x00'),0:00:57.361015,70000,0:00:01.932003,Key found: bytearray(b'\xb5\xe7*\x1b\x00'),FALSCH,0:00:00.009867,932003,01,1932.003,009867,0,9.87,1941.87
 WEP104,80000,main key: bytearray(b'\xebJ{\xd7E'),0:00:37.596321,80000,0:00:02.079086,Key found: bytearray(b'\xebJ{\xd7E'),FALSCH,"0:00:00.011017	",079086,02,2079.086,"11017	",0,11.02,2090.10
 WEP104,20000,"main key: bytearray(b""\'\xc07\x04\xb8"")",0:00:10.784838,20000,0:00:00.546707,,WAHR,0:00:00.270978,546707,00,546.707,270978,0,270.98,817.69
 WEP104,30000,main key: bytearray(b'?Qf\x0e\xab'),0:00:13.183674,30000,0:00:00.888392,Key found: bytearray(b'?Qf\x0e\xab'),FALSCH,0:00:00.009573,888392,00,888.392,009573,0,9.57,897.97
 WEP104,40000,main key: bytearray(b'\xa7I\x81\x05F'),0:00:17.812730,40000,0:00:01.100631,Key found: bytearray(b'\xa7I\x81\x05F'),FALSCH,0:00:00.006639,100631,01,1100.631,006639,0,6.64,1107.27
 WEP104,50000,main key: bytearray(b'\xf2\xab\x9c\xc8k'),0:00:21.854905,50000,0:00:01.400002,Key found: bytearray(b'\xf2\xab\x9c\xc8k'),FALSCH,0:00:00.007044,400002,01,1400.002,007044,0,7.04,1407.05
 WEP104,60000,main key: bytearray(b'\xba\x0cHy\xaa'),0:00:30.413258,60000,0:00:01.674685,Key found: bytearray(b'\xba\x0cHy\xaa'),FALSCH,0:00:00.008254,674685,01,1674.685,008254,0,8.25,1682.94
 WEP104,70000,main key: bytearray(b'P\x0c$\xb1n'),0:00:40.963654,70000,0:00:01.939243,Key found: bytearray(b'P\x0c$\xb1n'),FALSCH,0:00:00.009867,939243,01,1939.243,009867,0,9.87,1949.11
 WEP104,80000,main key: bytearray(b'\x1f\xd9Z\x9b\x02'),0:00:49.915549,80000,0:00:02.136999,,WAHR,"0:00:00.271775	",136999,02,2136.999,"71775	",0,71.78,2208.77
 WEP104,20000,main key: bytearray(b'j\xfa\xd1\x92\xda'),0:00:08.727689,20000,0:00:00.548093,Key found: bytearray(b'j\xfa\xd1\x92\xda'),FALSCH,0:00:00.003317,548093,00,548.093,003317,0,3.32,551.41
 WEP104,30000,main key: bytearray(b'\xb6}\xc8f\x06'),0:00:12.987221,30000,0:00:00.822703,,WAHR,0:00:00.271888,822703,00,822.703,271888,0,271.89,1094.59
 WEP104,40000,main key: bytearray(b'.\xdf\xc9\x1e|'),0:00:18.587342,40000,0:00:01.096157,,WAHR,0:00:00.273742,096157,01,1096.157,273742,0,273.74,1369.90
 WEP104,50000,"main key: bytearray(b"":\tE\'t"")",0:00:22.446632,50000,0:00:01.385576,"Key found: bytearray(b"":\tE\'t"")",FALSCH,0:00:00.006954,385576,01,1385.576,006954,0,6.95,1392.53
 WEP104,60000,main key: bytearray(b'_\xe1\xd3\xf5f'),0:00:31.680874,60000,0:00:01.665360,Key found: bytearray(b'_\xe1\xd3\xf5f'),FALSCH,0:00:00.008228,665360,01,1665.36,008228,0,8.23,1673.59
 WEP104,70000,main key: bytearray(b'}\x85\x1d\x08\x88'),0:00:32.484453,70000,0:00:01.925071,Key found: bytearray(b'}\x85\x1d\x08\x88'),FALSCH,0:00:00.009864,925071,01,1925.071,009864,0,9.86,1934.94
 WEP104,80000,main key: bytearray(b'\xbbp\xa4jx'),0:00:49.716103,80000,0:00:04.405247,Key found: bytearray(b'\xbbp\xa4jx'),FALSCH,"0:00:00.023757	",405247,04,4405.247,"23757	",0,23.76,4429.00
 WEP104,20000,main key: bytearray(b'v%\xf8\xa4n'),0:00:08.941083,20000,0:00:00.750341,,WAHR,0:00:00.575729,750341,00,750.341,575729,0,575.73,1326.07
 WEP104,30000,main key: bytearray(b'\x9bf\xc1\xe2g'),0:00:27.977461,30000,0:00:01.658467,,WAHR,0:00:00.634815,658467,01,1658.467,634815,0,634.82,2293.28
 WEP104,40000,"main key: bytearray(b""^\'\xd4\xe6&"")",0:00:36.966934,40000,0:00:01.106386,"Key found: bytearray(b""^\'\xd4\xe6&"")",FALSCH,0:00:00.005758,106386,01,1106.386,005758,0,5.76,1112.14
 WEP104,50000,main key: bytearray(b'\t\x1b\x8e\x82\xb6'),0:00:38.198308,50000,0:00:02.761862,Key found: bytearray(b'\t\x1b\x8e\x82\xb6'),FALSCH,0:00:00.014374,761862,02,2761.862,014374,0,14.37,2776.24
 WEP104,60000,main key: bytearray(b'\xac\xa6\x90*\xb0'),0:00:37.869729,60000,0:00:01.665196,Key found: bytearray(b'\xac\xa6\x90*\xb0'),FALSCH,0:00:00.008207,665196,01,1665.196,008207,0,8.21,1673.40
 WEP104,70000,main key: bytearray(b'R\\\xc1>C'),0:00:32.134546,70000,0:00:01.943798,Key found: bytearray(b'R\\\xc1>C'),FALSCH,0:00:00.009825,943798,01,1943.798,009825,0,9.83,1953.62
 WEP104,80000,main key: bytearray(b'\x9b\x17\xd8\x9a\xe9'),0:00:33.503814,80000,0:00:02.094964,Key found: bytearray(b'\x9b\x17\xd8\x9a\xe9'),FALSCH,"0:00:00.010978	",094964,02,2094.964,"10978	",0,10.98,2105.94
 WEP104,20000,main key: bytearray(b'h\x87\x11\x14\xf5'),0:00:12.983478,20000,0:00:00.561951,Key found: bytearray(b'h\x87\x11\x14\xf5'),FALSCH,0:00:00.003351,561951,00,561.951,003351,0,3.35,565.30
 WEP104,30000,main key: bytearray(b'\xbee\xf3\x00\xa6'),0:00:13.586153,30000,0:00:00.879348,Key found: bytearray(b'\xbee\xf3\x00\xa6'),FALSCH,0:00:00.004563,879348,00,879.348,004563,0,4.56,883.91
 WEP104,40000,main key: bytearray(b'6\xeb\\\xae\xbd'),0:00:20.432079,40000,0:00:01.122578,Key found: bytearray(b'6\xeb\\\xae\xbd'),FALSCH,0:00:00.005737,122578,01,1122.578,005737,0,5.74,1128.32
 WEP104,50000,main key: bytearray(b'\x82\xedb\xb9\xc5'),0:00:24.161034,50000,0:00:01.420232,Key found: bytearray(b'\x82\xedb\xb9\xc5'),FALSCH,0:00:00.006993,420232,01,1420.232,006993,0,6.99,1427.23
 WEP104,60000,main key: bytearray(b'q3\xb29\t'),0:00:30.877664,60000,0:00:01.677889,Key found: bytearray(b'q3\xb29\t'),FALSCH,0:00:00.008245,677889,01,1677.889,008245,0,8.25,1686.13
 WEP104,70000,main key: bytearray(b'h\x9d\xc2c\xdd'),0:00:37.348413,70000,0:00:01.976253,Key found: bytearray(b'h\x9d\xc2c\xdd'),FALSCH,0:00:00.009910,976253,01,1976.253,009910,0,9.91,1986.16
 WEP104,80000,main key: bytearray(b'\xd0\x9a\xdf\x8d\x14'),0:00:42.452262,80000,0:00:02.243368,Key found: bytearray(b'\xd0\x9a\xdf\x8d\x14'),FALSCH,"0:00:00.011550	",243368,02,2243.368,"11550	",0,11.55,2254.92
 WEP104,20000,main key: bytearray(b'\xad.\xdb\xadU'),0:00:13.744972,20000,0:00:01.096211,,WAHR,0:00:00.552316,096211,01,1096.211,552316,0,552.32,1648.53
 WEP104,30000,main key: bytearray(b'\x01\x8ff\x83W'),0:00:21.464936,30000,0:00:01.655901,,WAHR,0:00:00.554367,655901,01,1655.901,554367,0,554.37,2210.27
 WEP104,40000,main key: bytearray(b'\xf6F\xddf_'),0:00:26.152698,40000,0:00:02.164405,Key found: bytearray(b'\xf6F\xddf_'),FALSCH,0:00:00.011638,164405,02,2164.405,011638,0,11.64,2176.04
 WEP104,50000,"main key: bytearray(b""`\'\xab\xd2L"")",0:00:24.868666,50000,0:00:02.730506,"Key found: bytearray(b""`\'\xab\xd2L"")",FALSCH,0:00:00.014250,730506,02,2730.506,014250,0,14.25,2744.76
 WEP104,60000,"main key: bytearray(b'a\xe5\xaa\\""')",0:00:32.689380,60000,0:00:01.635466,"Key found: bytearray(b'a\xe5\xaa\\""')",FALSCH,0:00:00.008207,635466,01,1635.466,008207,0,8.21,1643.67
 WEP104,70000,main key: bytearray(b'\xdfq\x84(\xbc'),0:00:36.008713,70000,0:00:01.914785,Key found: bytearray(b'\xdfq\x84(\xbc'),FALSCH,0:00:00.009837,914785,01,1914.785,009837,0,9.84,1924.62
 WEP104,80000,main key: bytearray(b'\xd3k\x85\xa6\x8b'),0:00:36.662845,80000,0:00:02.066795,Key found: bytearray(b'\xd3k\x85\xa6\x8b'),FALSCH,"0:00:00.010982	",066795,02,2066.795,"10982	",0,10.98,2077.78
 WEP104,20000,main key: bytearray(b'.\xa6\xf6\xacQ'),0:00:08.660413,20000,0:00:00.543756,,WAHR,0:00:00.555546,543756,00,543.756,555546,0,555.55,1099.30
 WEP104,30000,main key: bytearray(b'Py\xd6\xfd:'),0:00:17.799486,30000,0:00:00.824664,Key found: bytearray(b'Py\xd6\xfd:'),FALSCH,0:00:00.004537,824664,00,824.664,004537,0,4.54,829.20
 WEP104,40000,main key: bytearray(b'\x9e\xa65\n\xd9'),0:00:19.434085,40000,0:00:01.102960,Key found: bytearray(b'\x9e\xa65\n\xd9'),FALSCH,0:00:00.005788,102960,01,1102.96,005788,0,5.79,1108.75
 WEP104,50000,main key: bytearray(b'\xdb\xbd\x92\xa2\xa6'),0:00:30.666229,50000,0:00:02.181499,,WAHR,0:00:00.289226,181499,02,2181.499,289226,0,289.23,2470.73
 WEP104,60000,main key: bytearray(b'ud\x8d\xfa\xf8'),0:00:36.110760,60000,0:00:01.655826,,WAHR,0:00:00.274153,655826,01,1655.826,274153,0,274.15,1929.98
 WEP104,70000,main key: bytearray(b'x\x8b \x10\xaf'),0:00:40.277357,70000,0:00:01.916544,Key found: bytearray(b'x\x8b \x10\xaf'),FALSCH,0:00:00.009958,916544,01,1916.544,009958,0,9.96,1926.50
 WEP104,80000,main key: bytearray(b'\xd1q\x0f>\r'),0:00:49.108273,80000,0:00:02.072280,Key found: bytearray(b'\xd1q\x0f>\r'),FALSCH,"0:00:00.011005	",072280,02,2072.28,"11005	",0,11.01,2083.29
 WEP104,20000,main key: bytearray(b'\x82V\x93\\C'),0:00:10.620143,20000,0:00:00.545363,Key found: bytearray(b'\x82V\x93\\C'),FALSCH,0:00:00.003339,545363,00,545.363,003339,0,3.34,548.70
 WEP104,30000,main key: bytearray(b'\xf8\xf0\x8c\xcc-'),0:00:13.237461,30000,0:00:00.832688,Key found: bytearray(b'\xf8\xf0\x8c\xcc-'),FALSCH,0:00:00.004526,832688,00,832.688,004526,0,4.53,837.21
 WEP104,40000,main key: bytearray(b'\\M\xe3\x81\xe3'),0:00:26.484400,40000,0:00:02.201634,Key found: bytearray(b'\\M\xe3\x81\xe3'),FALSCH,0:00:00.011806,201634,02,2201.634,011806,0,11.81,2213.44
 WEP104,50000,main key: bytearray(b'\x031\xc9\x13e'),0:00:37.547498,50000,0:00:02.762978,Key found: bytearray(b'\x031\xc9\x13e'),FALSCH,0:00:00.014242,762978,02,2762.978,014242,0,14.24,2777.22
 WEP104,60000,main key: bytearray(b'\x11M[\x1eU'),0:00:29.840773,60000,0:00:02.934906,Key found: bytearray(b'\x11M[\x1eU'),FALSCH,0:00:00.008246,934906,02,2934.906,008246,0,8.25,2943.15
 WEP104,70000,main key: bytearray(b'\xb6\xfa\x0c`p'),0:00:33.794625,70000,0:00:01.949686,Key found: bytearray(b'\xb6\xfa\x0c`p'),FALSCH,0:00:00.010072,949686,01,1949.686,010072,0,10.07,1959.76
 WEP104,80000,main key: bytearray(b'\x14W\x88\xdd\x9b'),0:00:38.374846,80000,0:00:04.226315,Key found: bytearray(b'\x14W\x88\xdd\x9b'),FALSCH,"0:00:00.022376	",226315,04,4226.315,"22376	",0,22.38,4248.69
 WEP104,20000,main key: bytearray(b'\xfc\xc2<9\x82'),0:00:12.462479,20000,0:00:00.546594,,WAHR,0:00:00.455088,546594,00,546.594,455088,0,455.09,1001.68
 WEP104,30000,main key: bytearray(b'5\x1a\x98\xea\xba'),0:00:18.165649,30000,0:00:00.825731,Key found: bytearray(b'5\x1a\x98\xea\xba'),FALSCH,0:00:00.008520,825731,00,825.731,008520,0,8.52,834.25
 WEP104,40000,main key: bytearray(b'\xd7?\x9f+\xf6'),0:00:22.854898,40000,0:00:01.100729,,WAHR,0:00:00.274972,100729,01,1100.729,274972,0,274.97,1375.70
 WEP104,50000,main key: bytearray(b'R\xdb\xdeqj'),0:00:22.284732,50000,0:00:01.392634,Key found: bytearray(b'R\xdb\xdeqj'),FALSCH,0:00:00.007053,392634,01,1392.634,007053,0,7.05,1399.69
 WEP104,60000,main key: bytearray(b'\xae3z%D'),0:00:32.207768,60000,0:00:01.639116,,WAHR,0:00:00.273402,639116,01,1639.116,273402,0,273.40,1912.52
 WEP104,70000,main key: bytearray(b'\xff\xce\xcd4\x1d'),0:00:37.777163,70000,0:00:03.876050,Key found: bytearray(b'\xff\xce\xcd4\x1d'),FALSCH,0:00:00.020118,876050,03,3876.05,020118,0,20.12,3896.17
 WEP104,80000,main key: bytearray(b'V\xe4\x869\x81'),0:00:42.827987,80000,0:00:02.179217,Key found: bytearray(b'V\xe4\x869\x81'),FALSCH,"0:00:00.011436	",179217,02,2179.217,"11436	",0,11.44,2190.65
 WEP104,20000,main key: bytearray(b'\xf1\xd6\xd6$\xc1'),0:00:08.854134,20000,0:00:00.544843,,WAHR,0:00:00.271681,544843,00,544.843,271681,0,271.68,816.52
 WEP104,30000,main key: bytearray(b'\xad\xbe\x84\xd7\x18'),0:00:15.302021,30000,0:00:00.830935,Key found: bytearray(b'\xad\xbe\x84\xd7\x18'),FALSCH,0:00:00.004519,830935,00,830.935,004519,0,4.52,835.45
 WEP104,40000,main key: bytearray(b'J\x18C\x83\xb4'),0:00:22.738001,40000,0:00:02.200921,Key found: bytearray(b'J\x18C\x83\xb4'),FALSCH,0:00:00.013338,200921,02,2200.921,013338,0,13.34,2214.26
 WEP104,50000,main key: bytearray(b'\x94\xbc\x14\xc6\xf8'),0:00:27.304431,50000,0:00:02.229166,,WAHR,0:00:00.277213,229166,02,2229.166,277213,0,277.21,2506.38
 WEP104,60000,main key: bytearray(b'86SZf'),0:00:43.429042,60000,0:00:03.292992,Key found: bytearray(b'86SZf'),FALSCH,0:00:00.016875,292992,03,3292.992,016875,0,16.88,3309.87
 WEP104,70000,main key: bytearray(b'\xfa\xa9\x85\x84\n'),0:00:33.456258,70000,0:00:01.944061,Key found: bytearray(b'\xfa\xa9\x85\x84\n'),FALSCH,0:00:00.009962,944061,01,1944.061,009962,0,9.96,1954.02
 WEP104,80000,main key: bytearray(b'\xc0=\xa1\xf8\xe4'),0:00:41.269182,80000,0:00:02.075156,Key found: bytearray(b'\xc0=\xa1\xf8\xe4'),FALSCH,"0:00:00.011083	",075156,02,2075.156,"11083	",0,11.08,2086.24
